Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Original Input3,Original Input12,Average Input
4.546,0.9644,0.9224248125848575,5.933,2.263,2.039,1.133,0.5786,2.2880000000000003,4.913,5.309,0.8286219081272085,5.592,5.624,3.066717622908005
4.362,0.968,1.0242352510327493,5.82,2.244,2.015,1.0659999999999998,0.5529999999999999,2.3080000000000003,5.084,5.45,0.7835689045936394,5.713,5.573,3.068843153973313
4.438,0.9534,0.7448876017377052,5.852,2.311,2.041,0.9924,0.5432,2.4019999999999997,4.988,5.457999999999999,0.3807420494699648,5.381,5.117,2.971616403657691
4.501,0.9985,0.7642399991286267,5.845,2.113,2.039,0.9570000000000001,0.6714,2.209,4.9910000000000005,5.521,0.5715547703180208,5.404,5.333,2.9941924835319034
4.42,0.9155,0.9880546819975483,5.854,2.266,1.996,1.077,0.6006,2.406,5.048,5.432,0.681095406360425,5.67,5.457,3.0579464348827123
1.207,2.214,-1.3359158220774947,2.531,0.2515,0.2173,0.1819,0.1428,0.1562,0.9436,0.9546,0.6775618374558301,2.908,5.453,1.1787532868127382
1.2570000000000001,2.251,-1.3426470907352066,2.5669999999999997,0.1794,0.2112,0.1978,0.04517,0.3577,0.9766,1.0959999999999999,0.9284452296819792,2.9,5.737,1.2401191527819126
1.139,2.2969999999999997,-1.3485369508107043,2.546,0.2502,0.09521,0.2258,0.1855,0.1477,0.9595,1.0290000000000001,0.6740282685512369,2.893,5.449,1.1816000941243239
1.232,2.201,-1.213911577656466,2.556,0.2869,0.09521,0.1721,0.1733,0.1855,0.9485,0.9229,0.8215547703180219,3.053,5.616,1.2178609423329685
1.25,2.307,-1.274492995575873,2.3609999999999998,0.2686,0.06226,0.01831,0.1636,0.1636,1.064,0.9546,0.7005300353356894,2.981,5.479,1.1785005028399866
1.1540000000000001,2.269,-1.3855589284281202,2.437,0.1648,-0.1062,0.0708,0.1746,0.2026,0.9753,0.9473,0.22173144876325124,2.849,4.937,1.065098037166795
1.238,2.314,-1.3502197679751324,2.4219999999999997,0.2612,0.09766,-0.01587,0.127,0.1428,0.9851,0.9802,0.2340989399293292,2.891,4.951,1.0912835122824427
1.219,2.384,-1.238312426540672,2.487,0.271,0.2783,0.1965,0.009766,0.2734,1.1,0.9448,0.5600706713780923,3.024,5.32,1.2021088746312445
1.2409999999999999,2.3930000000000002,-1.3073079302822193,2.467,0.1562,0.2588,0.249,0.1648,0.3186,1.038,1.057,0.2818021201413428,2.942,5.005,1.1617781564185088
1.249,2.316,-1.477272463889445,2.3569999999999998,0.1685,0.1624,0.1501,0.26,0.2222,0.9717,0.9436,0.4381625441696118,2.74,5.182,1.1202421485914404
1.178,2.45,-1.4276293575388197,2.339,0.2039,0.08301,0.1318,0.0647,0.1404,0.9802,0.9949,0.809187279151944,2.799,5.602,1.1677477086866517
1.2009999999999998,2.474,-1.2399952437050998,2.509,0.1892,0.127,0.3528,0.2185,0.2307,1.05,1.01,0.8621908127208491,3.022,5.662,1.2620282549296962
1.287,2.205,-1.362840896708342,2.545,0.1831,0.1318,0.2393,0.06713999999999999,0.3333,0.9631,0.9448,0.875441696113075,2.876,5.677,1.211795771386052
1.216,2.1959999999999997,-1.3485369508107043,2.573,0.2747,0.1355,0.08301,0.06592,0.2368,0.9448,0.7043,0.19787985865724406,2.893,4.91,1.0773123505604671
1.151,2.411,-1.4410918948542435,2.521,0.1733,-0.1758,0.1917,0.1172,0.2405,1.077,1.051,0.4284452296819792,2.783,5.171,1.1213752382019813
1.129,2.266,-1.5058803556847205,2.61,0.3198,0.09399,0.08545,0.1489,0.19899999999999998,0.9802,0.9912,0.503533568904594,2.706,5.256,1.1273709438014194
1.216,2.2880000000000003,-1.367889348201626,2.572,0.2661,0.1807,0.2576,0.3113,0.2539,0.9692,1.085,0.5565371024734983,2.87,5.316,1.198174839590848
1.1840000000000002,2.556,-1.3384400478241367,2.506,0.2429,0.1782,0.2124,0.1575,0.2075,1.0270000000000001,1.08,0.02826855123674915,2.905,4.718,1.118880607386615
1.156,2.253,-1.217277211985322,2.611,0.2258,0.2454,0.1379,0.1465,0.332,0.8899,0.9753,0.8144876325088339,3.049,5.608,1.2305007443231077
1.178,2.397,-1.2290569321363176,2.5380000000000003,0.09399,0.2966,0.1514,0.1343,0.2026,0.9583,0.8057,0.7659010600706716,3.035,5.553,1.2057667234238825
1.145,2.333,-1.278700038486943,2.614,0.188,0.1416,0.1868,0.09644,0.2246,0.9143,1.005,0.8674911660777381,2.976,5.668,1.2201093662564853
1.2930000000000001,2.214,-1.322453284762071,2.708,0.1404,0.2197,0.1428,0.1709,0.11599999999999999,1.011,1.072,0.12455830388692585,2.924,4.827,1.117207501366061
1.229,2.206,-1.4419333034364574,2.417,0.2344,0.08423,0.1013,0.07812000000000001,0.09155,1.01,1.055,0.7818021201413435,2.782,5.571,1.1571049154789204
1.178,2.406,-1.191193545936688,2.687,0.2527,-0.09155,0.1782,0.2612,0.1709,1.222,1.1159999999999999,0.6501766784452304,3.08,5.422,1.2386737951791815
1.2009999999999998,2.244,-1.4032285086546137,2.588,0.1257,0.03418,0.003662,0.2234,0.2942,0.9839,0.9595,0.8162544169611313,2.828,5.61,1.1791834220218942
1.288,2.246,-1.4074355515656838,2.693,0.2417,0.08179,0.1611,0.1416,0.1453,0.8984,0.9094,0.23498233215547712,2.823,4.952,1.1006311986135566
1.2890000000000001,2.371,-1.4040699172368278,2.773,0.2185,-0.08667000000000001,0.2039,0.04639,0.2234,0.929,1.072,0.3789752650176682,2.827,5.115,1.1397446676986316
1.273,2.2640000000000002,-1.4427747120186714,2.708,0.1074,0.1453,0.2173,0.1721,0.2759,0.8667,0.9570000000000001,0.0715547703180208,2.781,4.767,1.0831057184499535
1.245,2.18,-1.3805104769348362,2.844,0.2087,0.2075,0.3394,0.1514,0.3198,1.013,0.8691,0.904593639575972,2.855,5.71,1.2476416544743671
1.304,2.354,-1.4570786579163095,2.815,0.1733,0.1538,0.07446,-0.009766,0.1416,0.9778,0.8643,0.39664310954063603,2.764,5.135,1.1205041751160234
1.266,2.294,-1.3813518855170503,2.786,0.3088,0.05981,0.2246,0.06713999999999999,0.2954,0.9802,0.9778,0.4593639575971737,2.854,5.206,1.1712687194342946
1.263,2.195,-1.2046560832521123,2.957,0.2234,0.2148,0.09888,0.1733,0.155,0.9595,1.0659999999999998,0.7376325088339224,3.064,5.521,1.2445611732558437
1.26,2.338,-1.4200566802988934,2.762,0.2124,0.1099,0.1892,0.05127,0.321,1.005,0.8508,0.09010600706713812,2.808,4.788,1.0975442376263032
1.548,2.1919999999999997,-1.3207704675976426,2.717,0.3259,0.1599,0.1501,0.1453,0.2148,1.014,0.8228,0.7155477031802127,2.926,5.496,1.2218983739701836
2.385,2.198,-1.1583786112303427,3.7239999999999998,0.7214,0.1965,0.3149,0.2441,0.531,0.9387,0.9705,0.5114840989399293,3.119,5.265,1.4258003919792561
3.0589999999999997,2.053,-0.7359915029589187,5.443,1.001,0.8081,0.5054,0.3552,0.7190000000000001,0.9375,0.8899,0.4187279151943466,3.621,5.16,1.731059743731102
3.533,1.93,0.3023066874931461,5.397,1.2,1.376,0.6482,0.3552,0.99,0.9082,1.0190000000000001,0.5724381625441695,4.855,5.334,2.030024632145522
3.655,1.7409999999999999,0.5488394020818448,5.406000000000001,1.262,1.685,0.7312,0.3625,1.224,1.1320000000000001,1.067,0.7659010600706716,5.148,5.553,2.1629600330108945
3.846,1.649,0.4049585345232529,5.604,1.2990000000000002,1.9180000000000001,0.6897,0.4883,1.155,1.445,1.472,0.31537102473498263,4.977,5.043,2.1647378256613026
3.931,1.6380000000000001,0.6489670233653103,5.641,1.3130000000000002,2.229,0.7825,0.293,1.29,1.77,1.692,0.4620141342756182,5.267,5.209,2.297605796974352
3.958,1.611,0.5606191222328416,5.6979999999999995,1.453,2.0340000000000003,0.6702,0.4639,1.37,2.307,1.9509999999999998,0.055653710247349594,5.162,4.749,2.2888123451771563
4.181,1.429,0.7701298592041251,5.656000000000001,1.442,2.198,0.7739,0.6201,1.45,2.952,1.982,0.34982332155477036,5.411,5.082,2.449782370054207
3.8510000000000004,1.3619999999999999,0.9123279095982892,5.881,1.469,2.28,0.8313,0.5957,1.4040000000000001,3.74,2.194,0.420494699646644,5.58,5.162,2.548773043517495
4.106,1.47,0.9123279095982892,5.66,1.42,2.239,0.7874,0.5188,1.4169999999999998,3.9419999999999997,2.24,0.06360424028268559,5.58,4.758,2.50815229642007
3.966,1.3719999999999999,0.8248214170480341,5.612,1.422,2.305,0.7947,0.45899999999999996,1.3940000000000001,4.365,2.195,0.7500000000000004,5.476,5.535,2.6050372440748597
4.135,1.3219999999999998,0.5328526390197789,5.59,1.3459999999999999,2.283,0.7202,0.5103,1.416,4.736000000000001,2.406,0.5795053003533576,5.129,5.342,2.5748469956695095
4.02,1.193,0.7877994394306188,5.841,1.4609999999999999,2.3680000000000003,0.7812,0.5164,1.3869999999999998,5.0169999999999995,2.512,0.5282685512367491,5.432,5.284,2.6520477136190976
4.144,1.035,0.9299974898247829,5.763,1.46,2.262,0.8655,0.4785,1.335,4.937,2.59,0.6819787985865721,5.601,5.458,2.681498306315097
4.0,1.077,0.6262489916455324,5.6739999999999995,1.34,2.3209999999999997,0.7947,0.4102,1.4040000000000001,5.135,2.617,0.6307420494699653,5.24,5.4,2.61927793150825
4.26,1.172,0.8096760625681817,5.496,1.383,2.253,0.8069,0.3821,1.479,5.106,2.795,0.6086572438162546,5.458,5.375,2.6703095218846022
4.265,1.145,0.8820372006385852,5.806,1.355,2.28,0.7251,0.3418,1.382,4.994,2.7310000000000003,0.6492932862190818,5.544,5.421,2.680087891918405
4.211,1.0659999999999998,1.005724262224042,5.5760000000000005,1.392,2.218,0.8862,0.5481,1.359,5.184,2.6830000000000003,0.5901060070671381,5.691,5.354,2.697437876377942
3.998,1.022,0.5681917994727671,5.742000000000001,1.368,2.38,0.7056,0.4529,1.2429999999999999,5.015,2.778,0.697879858657244,5.171,5.476,2.615540832723572
3.947,1.051,0.6944030868048661,5.8260000000000005,1.3259999999999998,2.2640000000000002,0.8057,0.5505,1.3730000000000002,5.122999999999999,2.716,0.39575971731448734,5.321,5.134,2.6090973431513826
4.224,1.068,0.8786715663097295,5.73,1.364,2.2569999999999997,0.7214,0.498,1.453,5.215,2.733,0.4196113074204953,5.54,5.161,2.661620205266445
3.9760000000000004,1.061,0.526962778944282,5.8,1.39,2.283,0.7727,0.4358,1.368,5.227,2.7769999999999997,0.676678445229683,5.122,5.452,2.633438658869569
4.191,0.9778,0.6851475924005113,5.581,1.256,2.136,0.8179,0.4285,1.205,5.2,2.7260000000000004,0.6227915194346292,5.31,5.391,2.60915279370251
3.9619999999999997,1.077,0.9030724151939352,5.8020000000000005,1.3840000000000001,2.234,0.6726,0.4089,1.465,5.131,2.842,0.7270318021201411,5.569,5.509,2.69190030123672
3.995,1.051,0.8012619767460419,5.457999999999999,1.273,2.344,0.6592,0.4675,1.425,4.933,2.9989999999999997,0.1289752650176678,5.448,4.832,2.558209802983122
3.96,0.8838,0.572398842383837,5.792999999999999,1.2830000000000001,2.135,0.6921,0.5042,1.207,5.046,2.773,0.33745583038869315,5.176,5.068,2.5307824766266087
